state,date,critical_staffing_shortage_today_yes,inpatient_beds,inpatient_beds_used,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,staffed_icu_adult_patients_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,deaths_covid
KY,2020/10/05,1,"13,456","8,783",601,0,167,496,1,"8,715","13,456",4
TX,2021/12/17,1,"66,924","51,686",455,21,984,"3,128",72,"51,686","66,924",39
NY,2021/11/20,1,"49,181","39,577",350,5,461,"2,301",20,"39,577","49,181",34
WV,2020/11/28,1,"6,255","4,312",68,1,176,578,4,"4,312","6,255",13
PR,2021/02/23,1,"9,653","5,436",5,0,35,144,1,"5,436","9,653",57
PR,2021/07/15,1,"9,278","5,931",4,0,8,35,2,"5,931","9,278",1
NE,2021/12/30,1,"4,639","3,576",41,2,149,479,12,"3,576","4,639",6
MN,2020/05/11,1,"12,604","5,723",,,,,,"5,723","12,276",6
NH,2021/02/21,1,"3,126","2,096",12,0,20,101,0,"2,096","3,126",0
IL,2021/07/04,1,"31,682","20,291",32,0,64,275,5,"20,291","31,682",4
NJ,2021/12/19,1,"24,426","16,794",253,6,325,"1,855",9,"16,794","24,426",17
ND,2021/10/19,1,"1,971","1,579",26,0,60,254,3,"1,579","1,971",2
MA,2020/08/28,1,"18,064","12,976",17,0,38,124,2,"12,976","18,064",2
ME,2020/04/20,1,"2,923","1,444",,,,,,"1,422","2,871",0
NH,2021/04/14,1,"3,132","2,399",20,0,31,124,0,"2,399","3,132",1
MS,2021/08/10,1,"8,187","5,656",214,7,397,"1,504",18,"5,656","8,187",20
PR,2020/12/02,1,"9,599","5,236",48,1,94,508,3,"5,236","9,599",49
VA,2021/08/25,1,"18,309","13,960",177,8,348,"1,314",13,"13,960","18,309",18
VA,2021/02/25,1,"18,393","13,510",151,4,285,"1,233",14,"13,510","18,393",15
WI,2021/12/04,1,"12,820","9,515",301,4,425,"1,573",13,"9,515","12,820",25
MS,2021/01/21,1,"8,713","5,892",102,2,274,"1,012",6,"5,892","8,713",24
NM,2020/06/14,1,"1,944","1,556",,,,,,"1,104","1,806",2
OH,2021/05/16,1,"32,303","21,890",113,4,251,840,31,"21,890","32,303",6
CT,2022/02/07,1,"7,559","5,696",51,0,114,586,21,"5,696","7,559",3
ND,2020/06/11,1,"1,970","1,191",,,,,,"1,169","1,922",0
AL,2021/12/03,1,"15,305","12,051",38,2,108,358,4,"12,051","15,305",6
WA,2021/12/02,1,"12,645","10,529",80,4,204,671,11,"10,529","12,645",12
KY,2021/10/17,1,"11,838","8,766",119,2,318,"1,100",17,"8,766","11,838",20
DC,2021/10/27,1,"3,512","2,799",9,2,14,58,5,"2,799","3,512",2
IA,2020/07/27,1,"8,345",118,34,0,78,252,4,118,163,6
MA,2021/12/02,1,"18,109","15,993",116,1,191,849,11,"15,993","18,109",16
NH,2020/07/22,1,"3,127","2,201",7,0,11,29,0,"2,201","3,127",0
MS,2021/09/13,1,"8,125","5,483",69,1,416,"1,178",16,"5,483","8,125",26
MI,2020/04/28,1,"19,891","12,466",,,,,,"10,714","19,397",77
AL,2020/04/04,1,"5,398","1,699",,,,,,"1,699","3,812",3
FL,2020/08/31,1,"78,247","42,874",347,3,"1,041","4,180",35,"42,692","78,247",77
SC,2020/08/29,1,"10,252","8,062",91,2,224,766,12,"8,062","10,252",16
OR,2021/07/23,1,"7,152","5,403",25,1,41,171,2,"5,403","7,152",2
AZ,2021/10/01,1,"17,343","13,035",186,3,415,"1,515",22,"13,035","17,343",45
MD,2020/07/14,1,"1,959","1,221",,,,,,"1,221","1,854",0
OR,2020/08/23,1,"4,256","2,845",21,1,30,80,6,"2,845","4,256",3
UT,2021/09/23,1,"6,270","4,165",78,2,216,538,0,"4,165","6,270",6
AR,2021/03/05,1,"9,383","6,738",29,1,132,362,4,"6,738","9,383",6
KY,2021/08/29,1,"11,486","8,923",498,6,587,"2,076",21,"8,923","11,486",28
ID,2020/10/12,1,"3,803","1,970",22,0,56,197,0,"1,830","3,795",0
RI,2020/11/09,1,"2,216","1,878",13,0,25,222,2,"1,878","2,216",2
PR,2020/03/22,1,213,82,,,,,,82,213,0
KS,2021/02/05,1,"8,853","5,160",82,0,116,525,1,"5,160","8,853",31
MI,2020/03/11,1,4,0,,,,,,0,4,0
HI,2022/02/04,1,"2,610","2,078",27,2,36,285,7,"2,078","2,610",3
UT,2020/11/14,1,"6,213","3,716",70,4,175,493,0,"3,716","6,213",1
CO,2021/10/18,1,"11,105","7,800",169,4,373,"1,063",19,"7,800","11,105",19
HI,2020/10/26,1,"2,221","1,553",8,0,11,63,0,"1,542","2,221",1
TX,2021/08/15,1,"66,338","51,308","1,505",27,"3,153","11,702",182,"51,308","66,338",149
WY,2021/06/25,1,"1,721",872,9,1,16,45,0,872,"1,721",0
SC,2021/01/19,1,"9,504","7,967",255,0,440,"2,092",5,"7,967","9,504",40
SC,2021/03/01,1,"9,245","6,852",73,0,186,683,1,"6,852","9,245",8
CO,2021/06/27,1,"11,653","7,522",29,1,105,262,8,"7,522","11,653",3
AK,2020/11/05,1,"1,614","1,020",15,0,26,98,5,"1,020","1,614",0
DE,2021/01/18,1,"2,668","1,941",50,1,52,452,3,"1,941","2,668",7
VI,2021/10/03,1,168,89,0,0,2,9,0,89,168,0
AS,2022/01/20,1,150,85,0,0,0,0,0,85,150,
CT,2021/07/09,1,"8,449","6,677",9,0,10,31,0,"6,677","8,449",0
OH,2020/08/23,1,"30,277","19,452",89,0,255,784,7,"19,452","30,277",4
MD,2020/08/23,1,"9,701","7,449",46,1,102,401,2,"7,234","9,701",0
OK,2021/05/25,1,"9,791","6,715",32,2,47,147,24,"6,715","9,791",3
WV,2020/05/28,1,"5,964","3,921",,,,,,"3,921","5,755",0
RI,2021/01/06,1,"2,627","2,370",39,1,60,419,3,"2,370","2,627",7
WV,2021/08/30,1,"6,375","4,713",83,2,213,658,11,"4,713","6,375",6
LA,2021/03/24,1,"14,071","9,561",60,1,120,451,4,"9,561","14,071",4
AK,2021/09/15,1,"1,591","1,177",31,1,51,206,1,"1,177","1,591",6
VA,2021/03/12,1,"18,179","13,596",132,5,198,902,18,"13,596","18,179",16
NH,2021/12/30,1,"2,903","2,410",45,0,91,378,3,"2,410","2,903",4
LA,2020/07/08,1,"7,076","3,437",88,,,576,,"3,437","5,021",14
NC,2022/01/31,1,"21,846","17,458",427,8,789,"4,721",96,"17,458","21,846",52
TN,2020/12/07,1,"20,161","12,755",308,2,666,"2,587",19,"12,755","19,323",51
NJ,2021/01/29,1,"24,338","17,564",350,7,497,"2,945",12,"17,564","24,338",52
VI,2021/06/06,1,168,78,0,0,2,5,0,78,168,0
OK,2020/05/25,1,"11,929","4,569",,,,1,,"4,569","11,751",2
NM,2021/04/24,1,"4,355","2,933",27,0,33,115,2,"2,933","4,355",1
GA,2021/05/25,1,"21,112","16,504",118,3,208,694,7,"16,504","21,112",8
UT,2021/04/19,1,"5,489","2,921",17,2,60,131,0,"2,921","5,489",0
VA,2020/08/14,1,"17,529","11,124",62,4,159,669,1,"11,124","17,529",3
UT,2020/04/17,1,"4,618","1,899",,,,,,"1,841","3,956",1
NY,2021/12/24,1,"48,146","35,900",753,37,867,"4,872",134,"35,900","48,146",63
NJ,2020/08/05,1,"18,425","14,625",8,0,62,406,0,"14,169","18,425",3
VA,2020/08/02,1,"15,397","10,634",49,0,148,799,160,"10,548","15,397",4
LA,2020/08/23,1,"14,261","8,932",79,0,302,"1,269",3,"8,932","14,261",17
NE,2020/07/26,1,"3,977","2,432",4,0,42,111,0,"2,432","3,839",0
MN,2021/11/05,1,"10,228","8,399",125,6,231,972,28,"8,399","10,228",12
IA,2021/07/07,1,"8,031","5,187",14,2,26,78,2,"5,187","8,031",1
CO,2021/09/23,1,"11,944","8,555",133,7,337,905,18,"8,555","11,944",10
IL,2021/01/06,1,"32,279","22,529",485,4,696,"3,451",29,"22,529","32,279",52
MA,2021/12/17,1,"18,161","15,811",180,4,334,"1,194",16,"15,811","18,161",17
MO,2021/11/05,1,"17,296","14,023",98,2,235,744,25,"14,023","17,296",13
VI,2020/05/07,1,82,66,,,,,,66,82,
NM,2021/07/24,1,"4,392","2,956",18,0,48,113,2,"2,956","4,392",19
NM,2022/01/21,1,"4,374","3,324",105,6,153,710,26,"3,324","4,306",9
CA,2020/09/15,1,"63,663","44,800",314,7,891,"2,807",26,"44,672","63,663",58
KS,2021/06/25,1,"8,994","5,397",22,0,50,135,0,"5,397","8,994",0
LA,2021/02/20,1,"13,889","9,029",90,5,203,781,6,"9,029","13,889",9
NV,2020/10/11,1,"8,571","5,866",30,2,131,413,2,"5,866","8,571",11
OH,2020/04/12,1,"15,708","5,469",,,,,,"5,312","14,299",8
NJ,2021/04/02,1,"24,557","17,317",331,7,370,"2,233",6,"17,317","24,557",26
CO,2021/10/27,1,"11,910","8,868",194,7,396,"1,165",29,"8,868","11,910",18
NV,2021/11/20,1,"8,473","6,769",60,1,156,638,6,"6,769","8,473",8
DE,2020/08/31,1,"2,510","1,791",5,1,10,75,0,"1,701","2,510",0
IN,2021/12/22,1,"17,210","13,675",358,5,792,"2,711",29,"13,675","17,210",37
ID,2021/08/05,1,"3,781","2,443",30,0,77,209,2,"2,443","3,781",3
PR,2020/08/01,1,"8,445","4,164",8,1,40,220,2,"4,164","8,445",3
CA,2020/09/27,1,"62,389","43,416",282,7,718,"2,310",33,"43,279","62,389",54
NC,2020/07/25,1,"20,649","17,151",172,5,358,936,56,"16,908","20,649",16
CT,2020/08/30,1,"8,151","5,563",14,0,14,55,1,"5,563","8,151",1
MD,2020/10/12,1,"10,975","8,388",41,1,109,429,2,"8,388","10,975",6
MD,2021/06/16,1,"11,928","9,625",22,0,44,163,5,"9,625","11,928",4
ME,2021/10/17,1,"3,308","2,374",14,0,65,190,2,"2,374","3,308",1
CT,2020/05/09,1,"10,090","5,566",,,,,,"5,297","9,999",28
IL,2020/12/11,1,"32,282","22,572",553,8,"1,009","4,520",44,"22,572","32,282",65
UT,2021/07/08,1,"6,258","3,895",29,2,99,226,1,"3,895","6,258",0
DE,2021/06/05,1,"3,444","2,547",3,0,2,38,3,"2,547","3,444",1
WI,2021/11/09,1,"12,451","9,215",203,6,305,"1,116",8,"9,215","12,451",13
MO,2020/03/03,1,417,10,,,,,,10,12,0
NV,2020/04/19,1,"5,157","2,916",,,,135,,"2,916","4,642",4
DC,2020/11/05,1,"3,651","2,916",5,1,21,95,5,"2,916","3,651",3
MI,2021/04/02,1,"23,328","18,246",451,10,543,"2,637",30,"18,246","23,328",19
PR,2020/12/11,1,"9,435","5,394",45,0,100,533,7,"5,394","9,435",9
MO,2021/02/19,1,"17,205","13,152",106,1,249,850,20,"13,152","17,205",16
WI,2021/02/08,1,"13,343","7,731",92,0,156,616,5,"7,731","13,343",13
MT,2020/05/27,1,"2,671","1,493",,,,,,"1,493","2,444",0
ID,2020/11/16,1,"3,819","2,043",43,1,83,376,2,"2,043","3,819",7
OR,2021/10/25,1,"7,050","5,490",50,2,127,570,8,"5,490","7,050",9
IL,2020/07/12,1,"20,762","14,337",,,,,,"12,190","20,384",4
DC,2021/10/17,1,"3,412","2,712",6,0,14,71,6,"2,712","3,412",2
UT,2020/04/25,1,"4,038","2,224",,,,,,"1,784","3,956",0
MT,2021/04/19,1,"2,944","1,729",2,4,14,64,3,"1,729","2,944",0
UT,2021/11/08,1,"5,582","3,381",66,4,210,542,1,"3,381","5,582",1
NC,2021/05/22,1,"24,813","18,331",76,1,232,667,13,"18,331","24,813",17
HI,2020/01/09,1,4,0,,,,,,0,4,0
WV,2020/07/24,1,"5,557","4,240",15,0,40,86,1,"4,102","5,557",2
MO,2021/07/21,1,"17,210","14,468",203,4,505,"1,454",39,"14,468","17,210",13
LA,2020/06/07,1,"6,116","2,699",31,,,375,,"2,699","4,275",10
NY,2020/10/04,1,"42,667","29,616",83,2,137,642,15,"27,826","42,522",18
NM,2021/07/22,1,"4,397","3,123",23,0,42,108,1,"3,123","4,397",2
FL,2021/12/06,1,"55,493","43,236",173,7,265,"1,054",18,"43,236","55,493",7
WY,2021/02/22,1,"1,632",615,1,1,6,20,1,615,"1,632",1
MS,2020/10/25,1,"8,598","5,249",72,1,173,569,4,"5,249","8,598",11
NE,2020/11/14,1,"5,058","3,432",113,1,218,840,7,"3,432","5,045",12
NY,2020/04/15,1,"33,877","25,445",,,,,,"24,532","32,936",390
NM,2020/06/06,1,"2,553","1,734",,,,,,"1,708","2,409",2
AZ,2020/09/04,1,"12,191","9,545",66,3,157,441,13,"7,939","12,191",8
MO,2022/02/06,1,"16,736","13,379",239,8,591,"2,629",94,"13,379","16,736",26
NV,2020/11/04,1,"8,507","6,468",80,1,175,646,3,"6,468","8,507",7
AZ,2020/08/21,1,"12,279","9,795",108,2,281,890,20,"8,160","12,279",13
DE,2020/08/08,1,"2,474","1,807",2,0,10,40,0,"1,717","2,474",0
CT,2021/07/27,1,"7,879","6,235",20,0,29,105,0,"6,235","7,879",2
TN,2020/04/06,1,"8,075","3,919",,,,,,"3,919","8,026",8
NY,2021/10/11,1,"45,227","35,602",234,14,494,"2,132",36,"35,602","45,227",41
ID,2022/02/03,1,"3,320","2,481",75,2,102,556,19,"2,481","3,320",5
MI,2020/08/24,1,"22,130","15,928",40,2,148,446,8,"15,749","22,130",5
MS,2021/05/06,1,"8,782","5,711",23,1,67,192,1,"5,711","8,782",1
MT,2021/10/29,1,"3,027","2,301",72,2,115,414,6,"2,301","3,027",10
DC,2021/04/21,1,"3,467","2,712",25,1,35,150,9,"2,712","3,467",3
VT,2021/02/03,1,"1,309",817,7,1,12,58,1,817,"1,309",0
NM,2022/02/07,1,"4,241","3,223",87,3,143,623,17,"3,223","4,241",4
KY,2020/04/12,1,"7,435","3,146",,,,,,"3,146","7,386",3
IL,2020/12/20,1,"32,200","21,482",444,4,920,"4,004",31,"21,482","32,200",81
AR,2020/03/17,1,293,132,,,,,,132,293,0
RI,2021/05/24,1,"2,535","2,186",4,0,14,75,3,"2,186","2,535",1
AL,2021/01/28,1,"15,526","12,356",284,1,663,"2,213",15,"12,356","15,526",51
DE,2021/12/08,1,"3,516","2,702",32,1,30,304,8,"2,702","3,516",2
OH,2021/08/11,1,"32,092","24,654",201,6,355,"1,166",20,"24,654","32,092",13
IL,2022/01/30,1,"30,607","21,613",348,12,642,"3,683",91,"21,613","30,607",37
OR,2021/04/13,1,"6,942","5,130",22,0,50,203,6,"5,130","6,942",1
PA,2020/03/02,1,71,28,,,,,,28,71,0
MS,2020/02/21,1,16,14,,,,,,14,16,0
NV,2020/05/15,1,"5,157","3,668",,,,76,,"3,668","4,995",3
MN,2020/11/06,1,"11,836","8,632",182,7,230,"1,084",24,"8,632","11,836",18
KS,2020/12/16,1,"8,896","5,484",182,2,261,"1,048",3,"5,484","8,896",26
NY,2021/06/21,1,"48,792","34,265",59,7,131,523,12,"34,265","48,792",11
KY,2021/05/11,1,"12,936","7,784",119,0,106,351,1,"7,784","12,936",19
CA,2021/06/21,1,"59,985","43,707",119,3,234,933,19,"43,707","59,985",11
WY,2020/09/09,1,"1,482",524,5,0,3,14,0,524,"1,482",0
OK,2020/05/21,1,"12,732","6,036",,,,7,,"6,036","12,562",2
DE,2020/10/21,1,"3,228","2,318",10,1,23,137,1,"2,318","3,228",3
DC,2021/11/18,1,"3,492","2,819",5,2,18,50,5,"2,819","3,492",0
DE,2021/12/10,1,"3,516","2,783",31,0,26,320,6,"2,783","3,516",3
NH,2020/05/15,1,"3,116","1,893",,,,,,"1,893","3,116",1
NM,2020/07/20,1,"1,413","1,449",23,0,66,382,0,841,"1,413",2
NH,2021/08/25,1,"3,067","2,380",23,1,31,103,1,"2,380","3,067",0
OH,2021/10/03,1,"31,541","23,425",398,16,949,"3,446",69,"23,425","31,541",55
LA,2021/05/31,1,"13,899","8,672",46,2,76,335,3,"8,672","13,899",2
SC,2021/02/25,1,"10,798","8,459",108,2,201,788,4,"8,459","10,798",11
FL,2021/05/23,1,"58,562","43,339",295,11,582,"2,308",29,"43,339","58,562",15
MS,2020/09/09,1,"7,900","5,327",73,1,166,519,1,"5,243","7,900",11
KY,2021/10/02,1,"11,710","9,107",192,2,459,"1,589",13,"9,107","11,710",38
MT,2021/06/18,1,"3,173","2,123",10,0,15,49,0,"2,123","3,173",0
LA,2020/06/04,1,"8,211","4,448",30,,,312,,"4,448","6,313",6
VA,2021/02/03,1,"18,468","13,754",280,6,442,"2,099",13,"13,754","18,468",46
RI,2021/11/19,1,"2,456","2,147",10,0,17,97,0,"2,147","2,456",2
IL,2021/06/29,1,"29,204","20,139",59,1,82,311,15,"20,139","29,204",2
ME,2021/06/03,1,"3,320","2,381",9,0,31,82,0,"2,381","3,320",0
IL,2020/07/24,1,"26,418","18,632",90,0,230,789,14,"18,298","26,418",10
NH,2021/10/25,1,"2,797","2,112",20,0,49,203,1,"2,112","2,797",2
FL,2021/05/12,1,"58,838","46,398",439,12,719,"2,924",48,"46,398","58,838",39
VI,2020/08/24,1,188,92,1,0,4,10,0,92,188,0
KS,2021/12/26,1,"8,394","4,760",96,1,242,763,3,"4,760","8,394",12
MT,2021/09/02,1,"3,016","2,202",56,0,75,279,0,"2,202","3,016",1
NH,2020/10/28,1,"3,258","2,237",1,1,11,27,1,"2,237","3,258",0
AZ,2020/07/22,1,"6,730","7,656",251,8,630,"2,012",17,"6,157","6,730",45
LA,2021/05/27,1,"13,999","9,483",54,1,69,315,2,"9,483","13,999",4
LA,2020/03/29,1,"1,830",977,,,,,,977,"1,830",6
VT,2021/06/23,1,"1,286",914,0,0,2,3,0,914,"1,286",0
MS,2020/04/29,1,"4,808","3,747",,,,,,"2,771","4,661",27
NE,2021/05/19,1,"4,432","2,983",8,0,27,78,2,"2,983","4,432",4
TX,2021/12/16,1,"67,302","52,276",400,19,961,"3,069",74,"52,276","67,302",45
NC,2021/03/06,1,"24,065","17,344",124,2,320,"1,053",14,"17,344","24,065",18
NE,2020/11/04,1,"5,255","3,731",107,2,172,684,2,"3,731","5,255",9
WV,2021/08/31,1,"6,391","4,832",91,1,210,670,11,"4,832","6,391",9
IA,2020/12/15,1,"8,279","5,127",105,1,151,767,7,"5,127","8,279",14
VI,2021/12/19,1,168,83,0,0,0,2,0,83,168,0
RI,2021/12/31,1,"2,259","1,921",49,3,49,307,7,"1,921","2,259",8
NM,2021/12/12,1,"4,372","3,266",55,5,226,711,17,"3,266","4,372",7
ME,2020/11/03,1,"3,055","2,094",5,0,13,34,1,"2,094","3,055",0
NE,2021/07/18,1,"4,681","2,796",15,0,31,99,2,"2,796","4,681",0
WY,2020/12/01,1,"1,567",748,44,0,47,234,0,748,"1,567",3
MO,2022/01/14,1,"17,513","14,643",397,22,734,"3,474",120,"14,643","17,513",35
DC,2021/01/17,1,"3,696","2,882",42,1,69,309,8,"2,882","3,696",4
MS,2020/04/22,1,"4,940","3,257",,,,,,"2,756","4,793",22
ME,2020/04/13,1,"2,708","1,347",,,,,,"1,329","2,610",1
ID,2021/09/29,1,"3,904","2,691",73,1,188,746,11,"2,691","3,904",13
SC,2020/05/12,1,"11,554","7,612",,,,,,"7,612","11,391",26
VA,2020/10/18,1,"18,366","11,828",64,2,184,764,7,"11,799","18,366",7
NC,2021/05/31,1,"22,038","15,570",58,0,190,542,13,"15,570","22,038",13
NE,2021/09/22,1,"4,242","3,242",46,2,128,423,8,"3,242","4,239",5
KS,2020/09/14,1,"7,693","4,480",29,1,68,173,1,"4,227","7,676",4
WI,2021/10/08,1,"13,013","9,598",219,4,316,"1,220",8,"9,598","13,013",15
AK,2021/08/10,1,"1,461","1,012",18,0,18,123,0,"1,012","1,461",3
ID,2021/01/28,1,"3,704","2,266",27,1,55,212,4,"2,266","3,704",5
TN,2020/08/22,1,"19,163","10,404",95,0,332,948,6,"10,404","18,677",21
NE,2021/08/09,1,"4,010","2,703",33,1,62,210,1,"2,703","4,010",2
WI,2021/06/30,1,"13,430","9,122",18,0,28,98,6,"9,122","13,430",0
TN,2021/01/24,1,"20,348","13,211",175,2,593,"2,051",23,"13,211","19,590",47
MT,2020/04/19,1,"3,034",925,,,,,,908,"2,318",0
NH,2021/06/19,1,"3,135","2,225",2,0,4,14,0,"2,225","3,135",0
WV,2020/04/03,1,"3,428","1,647",,,,,,"1,647","3,428",1
MD,2020/08/13,1,"9,802","7,929",51,1,116,467,2,"7,845","9,802",6
KS,2020/02/24,1,36,,,,,,,,,0
ID,2021/02/15,1,"3,349","1,816",13,0,37,147,1,"1,816","3,349",3
NE,2021/11/30,1,"4,159","3,323",69,2,175,550,7,"3,323","4,159",7
TX,2021/09/19,1,"68,121","53,583","1,190",57,"3,574","11,635",256,"53,583","68,121",181
GA,2021/12/13,1,"21,164","16,565",117,2,281,978,20,"16,565","21,164",6
NC,2021/11/13,1,"23,659","18,101",97,4,306,"1,019",22,"18,101","23,659",21
ND,2021/05/17,1,"2,032","1,365",7,0,17,55,1,"1,365","2,032",0
PA,2020/05/31,1,"13,867","7,614",,,,,,"7,614","11,957",21
AK,2020/03/25,1,56,15,,,,,,15,56,0
ME,2021/12/31,1,"3,366","2,433",32,1,117,332,7,"2,433","3,366",2
WY,2020/11/21,1,"1,667",863,43,0,43,222,1,863,"1,667",0
ND,2020/10/07,1,"2,307","1,687",35,1,46,219,4,"1,687","2,307",2
KY,2020/09/10,1,"13,337","9,079",439,0,129,426,0,"9,017","13,337",8
IA,2020/08/03,1,"8,402",26,31,1,76,241,3,26,26,4
VA,2020/11/10,1,"18,303","12,806",117,5,215,916,9,"12,806","18,303",7
SC,2021/01/10,1,"10,640","8,472",256,3,427,"2,096",15,"8,472","10,640",38
RI,2021/07/19,1,"2,448","2,249",2,0,4,32,0,"2,249","2,448",1
DE,2021/06/23,1,"3,423","2,585",4,0,6,23,2,"2,585","3,423",0
AL,2020/05/28,1,"14,295","9,153",,,,,,"9,153","13,451",11
AZ,2021/04/13,1,"15,234","10,351",64,0,95,341,6,"10,351","15,234",3
TN,2021/07/07,1,"20,085","13,098",29,1,86,238,6,"13,098","19,523",1
PA,2020/03/03,1,71,34,,,,,,34,71,0
WA,2020/12/28,1,"12,673","8,350",92,0,238,"1,068",10,"8,350","12,673",16
IN,2021/01/10,1,"18,793","12,114",268,3,575,"2,281",9,"12,114","18,793",30
IL,2021/09/08,1,"31,136","23,212",323,7,556,"2,113",35,"23,212","31,136",22
HI,2020/03/26,1,"3,696","1,877",2,,,,,"1,877","3,401",0
CA,2020/11/24,1,"65,094","46,616",993,9,"1,479","6,221",56,"46,616","65,094",70
RI,2020/10/13,1,"2,258","1,943",9,0,14,121,1,"1,943","2,258",1
NE,2021/04/20,1,"4,133","2,816",18,0,43,163,0,"2,816","4,133",3
NH,2021/03/01,1,"2,906","1,876",11,0,18,84,1,"1,876","2,906",1
MA,2020/07/30,1,"17,364","13,010",25,1,36,143,1,"13,010","17,364",3
RI,2020/11/29,1,"2,192","1,897",31,1,47,399,5,"1,897","2,192",0
WI,2021/04/17,1,"13,480","8,451",101,2,98,352,0,"8,451","13,284",6
DE,2021/07/28,1,"3,290","2,516",2,0,5,34,12,"2,516","3,290",0
KS,2020/03/19,1,648,253,,,,,,253,587,0
KS,2020/07/01,1,"8,267","4,442",,,,,,"4,442","8,194",1
GA,2021/12/31,1,"22,807","17,909",616,46,514,"2,964",129,"17,909","22,807",23
RI,2020/04/22,1,"2,443","1,671",0,0,0,0,0,"1,671","2,358",7
TN,2021/06/15,1,"20,052","13,502",21,0,100,302,7,"13,502","19,481",3
NE,2020/09/23,1,"5,075","3,231",24,2,67,179,23,"3,231","5,075",2
OK,2020/07/15,1,"3,157","3,221",48,2,186,419,3,"2,139","3,081",4
OH,2021/05/13,1,"32,434","23,643",129,3,264,952,30,"23,643","32,434",6
IN,2021/02/04,1,"18,834","12,327",199,9,321,"1,184",13,"12,327","18,834",28
NV,2021/03/13,1,"8,762","6,083",39,0,75,289,1,"6,083","8,762",6
VI,2021/01/18,1,168,75,0,0,1,1,0,75,168,0
AK,2020/12/11,1,"1,627",954,20,0,25,125,9,954,"1,627",0
NH,2020/07/24,1,"3,131","2,239",6,0,9,27,0,"2,239","3,131",0
IA,2022/01/06,1,"7,553","5,618",155,12,179,866,32,"5,618","7,553",15
IL,2021/03/17,1,"32,142","22,186",135,1,209,917,15,"22,186","32,142",5
RI,2020/03/22,1,79,46,,,,,,46,79,0
OR,2021/05/06,1,"7,071","5,366",45,5,73,330,4,"5,366","7,071",4
AZ,2021/04/01,1,"17,234","11,873",66,5,79,360,12,"11,873","17,234",3
NC,2020/08/01,1,"21,141","17,177",157,5,364,900,12,"16,972","21,141",24
OR,2021/03/04,1,"7,017","5,125",24,0,32,156,2,"5,125","7,017",4
IA,2021/12/06,1,"7,370","5,164",111,2,174,745,8,"5,164","7,370",13
MS,2021/06/13,1,"8,620","5,318",27,2,48,119,1,"5,318","8,620",2
IL,2021/04/23,1,"32,039","22,979",238,2,439,"1,878",25,"22,979","32,039",20
IN,2020/12/10,1,"18,871","13,300",402,1,735,"2,824",8,"13,300","18,871",49
NV,2021/10/04,1,"8,453","6,599",84,5,192,813,14,"6,599","8,453",13
MN,2021/05/21,1,"10,208","7,977",48,3,110,373,14,"7,977","10,208",2
IL,2020/11/28,1,"31,571","20,517",588,4,"1,102","5,037",26,"20,517","31,571",87
OH,2021/08/12,1,"32,103","24,567",223,8,372,"1,195",24,"24,567","32,103",14
VT,2020/12/22,1,"1,312",810,4,0,9,36,1,810,"1,312",0
IL,2021/01/26,1,"29,848","20,082",338,3,515,"2,440",19,"20,082","29,848",29
MD,2022/01/24,1,"10,465","8,725",208,5,434,"2,372",33,"8,725","10,465",20
SC,2021/12/05,1,"11,630","8,862",51,2,133,417,5,"8,862","11,630",11
HI,2020/01/19,1,4,0,,,,,,0,4,0
WA,2020/12/08,1,"13,313","9,078",118,0,261,"1,021",13,"9,078","13,313",19
WY,2020/10/26,1,"1,551",676,15,0,25,103,0,676,"1,551",0
CO,2020/04/17,1,"4,131","2,372",,,,,,"1,857","3,949",3
FL,2020/06/25,1,"61,581","46,185",,,,,,"46,185","60,593",3
NM,2021/03/04,1,"4,325","2,986",30,0,66,202,2,"2,986","4,206",7
OK,2021/07/27,1,"9,864","6,937",154,1,215,685,28,"6,937","9,864",8
WA,2021/10/02,1,"12,685","10,044",111,2,347,"1,191",13,"10,044","12,685",28
NM,2021/06/19,1,"4,331","2,994",14,0,33,96,0,"2,994","4,331",0
UT,2021/06/19,1,"6,245","3,680",33,0,67,155,0,"3,680","6,245",1
VT,2021/03/29,1,"1,301",788,3,0,4,25,0,788,"1,301",0
NM,2021/11/04,1,"4,329","3,343",68,0,132,492,6,"3,343","4,329",7
OR,2021/11/21,1,"6,999","5,405",39,0,89,425,3,"5,405","6,999",12
OH,2020/10/01,1,"30,543","21,757",111,2,200,702,9,"21,757","30,543",7
OK,2020/04/02,1,"6,713","3,451",,,,56,,"3,451","6,701",0
OH,2021/06/08,1,"29,694","21,760",87,5,148,513,16,"21,760","29,694",11
WY,2020/05/18,1,"1,022",405,,,,,,405,971,0
IA,2020/03/22,1,158,66,,,,,,66,158,0
HI,2020/07/11,1,"1,493","2,112",4,,,,,"1,122","1,493",0
FL,2021/04/05,1,"54,819","40,532",424,12,700,"3,010",36,"40,532","54,819",18
LA,2020/12/03,1,"14,092","9,755",219,4,376,"1,964",12,"9,755","14,092",12
ID,2021/05/01,1,"3,722","2,084",13,0,41,110,5,"2,084","3,722",1
IN,2020/04/16,1,"11,720","5,243",,,,,,"4,834","10,844",11
OK,2020/08/26,1,"9,442","6,012",90,1,206,496,7,"6,012","9,442",10
